iter	Passed	Remaining
167	1374	6807
168	1382	6799
169	1390	6790
170	1399	6783
171	1407	6773
172	1415	6766
173	1422	6755
174	1431	6746
175	1438	6736
176	1447	6728
177	1455	6719
178	1463	6712
179	1471	6702
180	1479	6695
181	1487	6684
182	1495	6676
183	1503	6667
184	1511	6660
185	1520	6652
186	1528	6644
187	1536	6634
188	1545	6633
189	1553	6623
190	1562	6616
191	1570	6609
192	1579	6602
193	1586	6592
194	1595	6586
195	1603	6576
196	1611	6569
197	1619	6559
198	1628	6553
199	1635	6543
200	1643	6535
201	1652	6527
202	1660	6518
203	1667	6508
204	1676	6499
205	1683	6490
206	1692	6482
207	1699	6473
208	1708	6464
209	1715	6455
210	1724	6447
211	1732	6438
212	1740	6429
213	1747	6419
214	1756	6413
215	1764	6404
216	1773	6400
217	1781	6390
218	1789	6382
219	1797	6372
220	1805	6364
221	1813	6355
222	1821	6347
223	1829	6337
224	1837	6328
225	1844	6317
226	1854	6314
227	1862	6305
228	1871	6301
229	1879	6293
230	1888	6285
231	1896	6277
232	1904	6267
233	1911	6258
234	1920	6250
235	1927	6240
236	1935	6232
237	1943	6223
238	1952	6216
239	1959	6206
240	1968	6198
241	1976	6190
242	1981	6172
243	1989	6162
244	1997	6155
245	2005	6146
246	2013	6138
247	2021	6129
248	2029	6122
249	2037	6113
250	2046	6106
251	2054	6098
252	2062	6091
253	2070	6081
254	2079	6074
255	2086	6064
256	2095	6059
257	2103	6050
258	2112	6043
259	2119	6033
260	2127	6024
261	2135	6016
262	2144	6008
263	2152	5999
264	2160	5991
265	2167	5981
266	2175	5972
267	2183	5963
268	2191	5955
269	2199	5946
270	2207	5938
271	2215	5929
272	2223	5920
273	2231	5911
274	2238	5902
275	2246	5892
276	2256	5889
277	2265	5884
278	2276	5883
279	2285	5878
280	2293	5869
281	2302	5863
282	2311	5857
283	2319	5848
284	2327	5839
285	2335	5830
286	2343	5821
287	2351	5812
288	2359	5804
289	2367	5795
290	2375	5786
291	2382	5777
292	2391	5770
293	2399	5761
294	2406	5752
295	2414	5742
296	2422	5734
297	2430	5725
298	2438	5717
299	2446	5708
300	2455	5701
301	2462	5692
302	2471	5684
303	2479	5677
304	2488	5669
305	2495	5659
306	2504	5654
307	2512	5644
308	2520	5636
309	2528	5628
310	2536	5619
311	2544	5610
312	2552	5602
313	2560	5593
314	2568	5586
315	2576	5577
316	2584	5568
317	2592	5559
318	2600	5551
319	2608	5542
320	2617	5535
321	2624	5526
322	2632	5518
323	2640	5508
324	2649	5502
325	2657	5495
326	2666	5487
327	2674	5478
328	2684	5474
329	2692	5465
330	2700	5457
331	2708	5449
332	2716	5440
333	2724	5432
334	2732	5423
335	2739	5414
336	2747	5405
337	2755	5396
338	2763	5387
339	2770	5378
340	2778	5370
341	2786	5361
342	2795	5354
343	2802	5344
344	2811	5337
345	2818	5328
346	2827	5321
347	2835	5312
348	2843	5304
349	2851	5295
350	2861	5290
351	2868	5281
352	2877	5273
353	2886	5266
354	2893	5258
355	2901	5249
356	2909	5240
357	2917	5231
358	2925	5223
359	2933	5214
360	2941	5206
361	2948	5197
362	2957	5189
363	2964	5179
364	2972	5171
365	2980	5163
366	2988	5155
367	2996	5146
368	3004	5138
369	3012	5129
370	3021	5122
371	3029	5114
372	3037	5106
373	3045	5096
374	3053	5088
375	3062	5081
376	3070	5074
377	3078	5065
378	3087	5058
379	3095	5049
380	3103	5042
381	3111	5034
382	3120	5026
383	3128	5018
384	3136	5009
385	3143	5000
386	3151	4992
387	3159	4984
388	3168	4976
389	3175	4967
390	3184	4959
391	3191	4950
392	3201	4944
393	3210	4937
394	3218	4928
395	3226	4921
396	3236	4915
397	3245	4908
398	3252	4899
399	3260	4890
400	3268	4882
401	3276	4873
402	3285	4866
403	3293	4858
404	3301	4849
405	3308	4841
406	3316	4832
407	3324	4823
408	3332	4814
409	3340	4806
410	3348	4799
411	3356	4790
412	3364	4781
413	3372	4773
414	3380	4765
415	3388	4756
416	3396	4747
417	3403	4739
418	3412	4731
419	3419	4722
420	3429	4717
421	3438	4709
422	3446	4700
423	3453	4691
424	3461	4683
425	3471	4677
426	3479	4669
427	3486	4660
428	3494	4651
429	3502	4642
430	3510	4633
431	3517	4625
432	3525	4616
433	3533	4608
434	3541	4600
435	3549	4591
436	3557	4583
437	3565	4574
438	3573	4566
439	3581	4557
440	3589	4550
441	3597	4541
442	3605	4533
443	3613	4524
444	3621	4517
445	3630	4509
446	3638	4501
447	3646	4493
448	3654	4485
449	3662	4476
450	3670	4468
451	3678	4460
452	3686	4451
453	3695	4444
454	3703	4435
455	3711	4427
456	3721	4421
457	3729	4412
458	3737	4405
459	3745	4396
460	3752	4387
461	3760	4379
462	3768	4371
463	3776	4362
464	3784	4354
465	3792	4345
466	3800	4337
467	3808	4329
468	3816	4320
469	3823	4311
470	3831	4303
471	3839	4295
472	3847	4287
473	3855	4278
474	3864	4270
475	3871	4262
476	3880	4254
477	3888	4246
478	3896	4238
479	3904	4230
480	3913	4222
481	3921	4214
482	3929	4206
483	3936	4196
484	3944	4188
485	3952	4180
486	3961	4172
487	3969	4164
488	3977	4156
489	3984	4147
490	3993	4139
491	4001	4131
492	4010	4124
493	4018	4116
494	4027	4108
495	4035	4100
496	4043	4092
497	4051	4083
498	4059	4075
499	4067	4067
500	4076	4059
501	4083	4051
502	4092	4043
503	4100	4034
504	4108	4027
505	4116	4018
506	4124	4010
507	4132	4002
508	4140	3994
509	4148	3985
510	4156	3977
511	4164	3969
512	4173	3961
513	4181	3953
514	4189	3945
515	4197	3937
516	4206	3929
517	4215	3922
518	4223	3914
519	4232	3906
520	4240	3898
521	4248	3890
522	4257	3882
523	4264	3873
524	4272	3865
525	4281	3858
526	4290	3850
527	4298	3842
528	4306	3833
529	4313	3825
530	4321	3816
531	4329	3808
532	4337	3800
533	4344	3791
534	4352	3783
535	4360	3774
536	4368	3766
537	4376	3758
538	4384	3750
539	4392	3741
540	4400	3733
541	4408	3725
542	4416	3717
543	4424	3708
544	4432	3700
545	4440	3692
546	4449	3684
547	4457	3676
548	4465	3668
549	4473	3660
550	4481	3652
551	4490	3644
552	4498	3636
553	4507	3628
554	4515	3620
555	4522	3611
556	4531	3604
557	4539	3595
558	4547	3587
559	4554	3578
560	4563	3570
561	4570	3562
562	4579	3554
563	4586	3545
564	4595	3538
565	4602	3529
566	4611	3521
567	4619	3513
568	4627	3505
569	4635	3496
570	4643	3488
571	4651	3480
572	4659	3472
573	4667	3463
574	4675	3455
575	4684	3448
576	4692	3439
577	4700	3431
578	4708	3423
579	4716	3415
580	4724	3406
581	4732	3398
582	4740	3390
583	4748	3382
584	4757	3374
585	4764	3366
586	4772	3357
587	4780	3349
588	4788	3341
589	4796	3333
590	4805	3325
591	4813	3317
592	4821	3309
593	4829	3300
594	4838	3293
595	4846	3285
596	4854	3277
597	4862	3268
598	4870	3260
599	4878	3252
600	4886	3244
601	4894	3235
602	4904	3228
603	4913	3221
604	4922	3213
605	4930	3205
606	4939	3198
607	4948	3190
608	4958	3183
609	4967	3176
610	4976	3168
611	4986	3161
612	4996	3154
613	5005	3146
614	5015	3139
615	5025	3132
616	5035	3125
617	5044	3117
618	5053	3110
619	5062	3102
620	5071	3095
621	5081	3087
622	5090	3080
623	5101	3073
624	5110	3066
625	5120	3059
626	5129	3051
627	5138	3043
628	5148	3036
629	5157	3029
630	5167	3021
631	5176	3014
632	5185	3006
633	5195	2999
634	5205	2992
635	5214	2984
636	5223	2976
637	5232	2968
638	5241	2960
639	5250	2953
640	5259	2945
641	5268	2937
642	5277	2929
643	5286	2922
644	5296	2915
645	5306	2908
646	5316	2900
647	5325	2892
648	5334	2884
649	5343	2877
650	5352	2869
651	5361	2861
652	5370	2853
653	5379	2846
654	5389	2838
655	5399	2831
656	5408	2823
657	5418	2816
658	5427	2808
659	5437	2801
660	5447	2793
661	5455	2785
662	5464	2777
663	5473	2769
664	5482	2761
665	5491	2754
666	5501	2746
667	5510	2738
668	5519	2730
669	5529	2723
670	5538	2715
671	5548	2708
672	5557	2700
673	5567	2692
674	5576	2685
675	5586	2677
676	5596	2669
677	5604	2661
678	5614	2654
679	5624	2646
680	5633	2638
681	5643	2631
682	5651	2623
683	5661	2615
684	5670	2607
685	5679	2599
686	5688	2591
687	5697	2583
688	5706	2575
689	5715	2567
690	5724	2559
691	5733	2552
692	5745	2545
693	5754	2537
694	5762	2529
695	5772	2521
696	5781	2513
697	5790	2505
698	5800	2497
699	5809	2489
700	5818	2481
701	5828	2474
702	5837	2466
703	5846	2458
704	5856	2450
705	5865	2442
706	5875	2434
707	5884	2426
708	5893	2418
709	5902	2410
710	5912	2403
711	5921	2395
712	5930	2387
713	5940	2379
714	5950	2372
715	5960	2364
716	5969	2356
717	5978	2348
718	5988	2340
719	5996	2332
720	6006	2324
721	6016	2316
722	6025	2308
723	6035	2300
724	6044	2292
725	6053	2284
726	6063	2276
727	6072	2268
728	6081	2260
729	6090	2252
730	6099	2244
731	6109	2236
732	6118	2228
733	6128	2220
734	6137	2212
735	6147	2205
736	6157	2197
737	6168	2189
738	6177	2181
739	6186	2173
740	6195	2165
741	6204	2157
742	6214	2149
743	6223	2141
744	6234	2133
745	6243	2125
746	6252	2117
747	6261	2109
748	6271	2101
749	6281	2093
750	6290	2085
751	6299	2077
752	6308	2069
753	6318	2061
754	6327	2053
755	6337	2045
756	6346	2037
757	6355	2029
758	6364	2020
759	6375	2013
760	6392	2007
761	6405	2000
762	6419	1994
763	6433	1987
764	6455	1982
765	6470	1976
766	6485	1970
767	6502	1964
768	6518	1957
769	6527	1949
770	6537	1941
771	6547	1933
772	6558	1925
773	6568	1917
774	6578	1910
775	6588	1901
776	6597	1893
777	6608	1885
778	6618	1877
779	6627	1869
780	6636	1860
781	6646	1852
782	6661	1846
783	6675	1839
784	6691	1832
785	6704	1825
786	6714	1817
787	6725	1809
788	6735	1801
789	6751	1794
790	6763	1787
791	6774	1779
792	6783	1770
793	6794	1762
794	6803	1754
795	6812	1745
796	6823	1737
797	6831	1729
798	6843	1721
799	6852	1713
800	6860	1704
801	6874	1697
802	6885	1689
803	6894	1680
804	6905	1672
805	6915	1664
806	6925	1656
807	6934	1647
808	6943	1639
809	6953	1631
810	6962	1622
811	6971	1614
812	6980	1605
813	6990	1597
814	7000	1589
815	7010	1580
816	7019	1572
817	7028	1563
818	7040	1555
819	7051	1547
820	7061	1539
821	7078	1532
822	7094	1525
823	7110	1518
824	7126	1511
825	7142	1504
826	7156	1496
827	7165	1488
828	7174	1479
829	7185	1471
830	7195	1463
831	7203	1454
832	7213	1446
833	7223	1437
834	7234	1429
835	7243	1421
836	7252	1412
837	7263	1404
838	7272	1395
839	7286	1387
840	7298	1379
841	7309	1371
842	7319	1363
843	7328	1354
844	7338	1346
845	7349	1337
846	7358	1329
847	7373	1321
848	7385	1313
849	7396	1305
850	7406	1296
851	7417	1288
852	7428	1280
853	7441	1272
854	7451	1263
855	7461	1255
856	7471	1246
857	7481	1238
858	7493	1230
859	7504	1221
860	7514	1213
861	7523	1204
862	7533	1195
863	7543	1187
864	7553	1178
865	7562	1170
866	7572	1161
867	7582	1153
868	7592	1144
869	7601	1135
870	7611	1127
871	7622	1118
872	7634	1110
873	7645	1102
874	7655	1093
875	7665	1085
876	7676	1076
877	7687	1068
878	7697	1059
879	7707	1051
880	7717	1042
881	7726	1033
882	7736	1025
883	7752	1017
884	7763	1008
885	7775	1000
886	7785	991
887	7802	984
888	7815	975
889	7825	967
890	7834	958
891	7845	949
892	7857	941
893	7867	932
894	7878	924
895	7888	915
896	7897	906
897	7907	898
898	7917	889
899	7927	880
900	7943	872
901	7960	864
902	7976	856
903	7994	848
904	8009	840
905	8026	832
906	8042	824
907	8058	816
908	8074	808
909	8089	800
910	8103	791
911	8114	782
912	8131	774
913	8140	765
914	8151	757
915	8162	748
916	8177	740
917	8187	731
918	8197	722
919	8207	713
920	8216	704
921	8224	695
922	8234	686
923	8248	678
924	8261	669
925	8271	661
926	8281	652
927	8291	643
928	8300	634
929	8311	625
930	8321	616
931	8331	607
932	8342	599
933	8352	590
934	8362	581
935	8374	572
936	8385	563
937	8396	554
938	8408	546
939	8418	537
940	8427	528
941	8436	519
942	8446	510
943	8456	501
944	8465	492
945	8477	483
946	8487	475
947	8497	466
948	8507	457
949	8517	448
950	8528	439
951	8537	430
952	8548	421
953	8558	412
954	8568	403
955	8577	394
956	8588	385
957	8597	376
958	8607	367
959	8618	359
960	8628	350
961	8638	341
962	8651	332
963	8663	323
964	8674	314
965	8685	305
966	8697	296
967	8707	287
968	8717	278
969	8727	269
970	8736	260
971	8745	251
972	8755	242
973	8765	233
974	8774	224
975	8785	216
976	8795	207
977	8805	198
978	8817	189
979	8827	180
980	8837	171
981	8849	162
982	8859	153
983	8869	144
984	8880	135
985	8890	126
986	8901	117
987	8912	108
988	8922	99
989	8932	90
990	8942	81
991	8951	72
992	8961	63
993	8970	54
994	8980	45
995	8989	36
996	9000	27
997	9010	18
998	9020	9
999	9030	0
