iter	Logloss
324	0.09863863709
325	0.09853858278
326	0.09849004801
327	0.09837984726
328	0.09823143904
329	0.0981427534
330	0.09805984614
331	0.09799106744
332	0.09788433202
333	0.09778102932
334	0.0977198462
335	0.09756017453
336	0.09749816414
337	0.09746733874
338	0.09733597058
339	0.09717536857
340	0.09712020699
341	0.09704285384
342	0.09695886174
343	0.09693930318
344	0.096868625
345	0.09674393912
346	0.09669321651
347	0.09660370332
348	0.09659314876
349	0.09650745206
350	0.0964057877
351	0.09620802402
352	0.09616917517
353	0.09611666156
354	0.09607806828
355	0.09591848815
356	0.09588983729
357	0.09580386523
358	0.09578737285
359	0.0957670334
360	0.09566578407
361	0.09551054055
362	0.09538507514
363	0.09535244927
364	0.09524579245
365	0.09515531009
366	0.09508048908
367	0.09502316291
368	0.09487542854
369	0.09471430304
370	0.09465167735
371	0.09451010404
372	0.094468799
373	0.09443534455
374	0.09437350173
375	0.09423109312
376	0.09416813939
377	0.09411377091
378	0.09400221344
379	0.09393855245
380	0.09388473184
381	0.09385511061
382	0.0937703734
383	0.09373818057
384	0.09363109586
385	0.09355444887
386	0.09352308264
387	0.09348685223
388	0.09331842654
389	0.09315272235
390	0.09304713092
391	0.09301916666
392	0.09294438908
393	0.09279999904
394	0.09276804608
395	0.09269872917
396	0.09251130964
397	0.09247879975
398	0.09239241018
399	0.0923626342
400	0.09225961818
401	0.09221629442
402	0.09215271885
403	0.09210363168
404	0.0920663894
405	0.0920296987
406	0.09197241027
407	0.09191957095
408	0.09188133465
409	0.09178176398
410	0.0916933052
411	0.0916318383
412	0.09159304203
413	0.09157550975
414	0.09152330628
415	0.09143822472
416	0.09131502258
417	0.0912419468
418	0.09117489595
419	0.09113046571
420	0.09105521208
421	0.0909547151
422	0.09086579089
423	0.09080823407
424	0.09078281335
425	0.09066084809
426	0.09058446548
427	0.09056643313
428	0.09048515958
429	0.09038801245
430	0.09031606143
431	0.09026871115
432	0.09022297378
433	0.09016242312
434	0.09005846798
435	0.09001956121
436	0.08987694354
437	0.08976370951
438	0.08968966079
439	0.08960714611
440	0.08958024821
441	0.08946389016
442	0.08943856881
443	0.0893908054
444	0.08923422945
445	0.08913258555
446	0.08901173033
447	0.08895213882
448	0.08881376469
449	0.0887568708
450	0.08872775836
451	0.08865541078
452	0.088641033
453	0.08845579051
454	0.08832555566
455	0.08823432788
456	0.08812205535
457	0.08800496497
458	0.08792214329
459	0.08787456488
460	0.08783392363
461	0.08780483946
462	0.08777722139
463	0.08774814803
464	0.08765176507
465	0.08761340955
466	0.08759086041
467	0.08755884801
468	0.08747339995
469	0.08742025368
470	0.08739671972
471	0.08725346506
472	0.08721150177
473	0.0871083402
474	0.08703651185
475	0.08699700603
476	0.08681795885
477	0.08678171398
478	0.08673965742
479	0.08659533547
480	0.08657028471
481	0.08647572351
482	0.08634147733
483	0.08631009275
484	0.0862312502
485	0.08610268196
486	0.08601304166
487	0.08599243999
488	0.08589386686
489	0.08585291467
490	0.08573845486
491	0.08569278638
492	0.08557632275
493	0.08548961888
494	0.08541793493
495	0.0854012186
496	0.08526067161
497	0.08515253357
498	0.08511097048
499	0.08507873904
500	0.08494532087
501	0.08488162097
502	0.08479670243
503	0.08476171769
504	0.0846053808
505	0.08459001054
506	0.08455266158
507	0.0844483268
508	0.08441224118
509	0.08430429063
510	0.08424397964
511	0.0841330216
512	0.08404351712
513	0.084017519
514	0.08397288153
515	0.08392840265
516	0.08383742368
517	0.08380188874
518	0.08377400265
519	0.08366497479
520	0.08365281403
521	0.08356860591
522	0.08340321604
523	0.08338157079
524	0.08335604947
525	0.0832387056
526	0.08312597518
527	0.08303831933
528	0.08294067524
529	0.08291031967
530	0.0828073558
531	0.08272985982
532	0.08265928484
533	0.0826224933
534	0.08251021712
535	0.08243414608
536	0.08228068294
537	0.08216928445
538	0.0820975121
539	0.082065266
540	0.08203967679
541	0.08189363864
542	0.08181691501
543	0.08174080937
544	0.08166144071
545	0.08162042129
546	0.08149808018
547	0.08146256232
548	0.08140485227
549	0.08131749441
550	0.0812412274
551	0.08110706396
552	0.08108455827
553	0.0809880693
554	0.08095954239
555	0.08087433818
556	0.08081409197
557	0.08077309109
558	0.08073922855
559	0.08070709155
560	0.08067208826
561	0.08064967983
562	0.08055942593
563	0.08046432996
564	0.08039444473
565	0.08037398126
566	0.08024451254
567	0.08018453925
568	0.08007669509
569	0.07999236465
570	0.07996167765
571	0.07993361593
572	0.0798315421
573	0.07981883273
574	0.07978279818
575	0.07971497773
576	0.07967989172
577	0.07960583803
578	0.07958392622
579	0.0795219146
580	0.07946471702
581	0.07937639872
582	0.07923531913
583	0.0791497095
584	0.07909500263
585	0.07906336125
586	0.07904493436
587	0.07901825172
588	0.07899451715
589	0.07898595156
590	0.07892771422
591	0.07891137975
592	0.0788670584
593	0.07881529964
594	0.07870191254
595	0.07867424132
596	0.07855045197
597	0.07847335671
598	0.07843625573
599	0.07842791544
600	0.07832004283
601	0.07826054622
602	0.07822766196
603	0.07820366844
604	0.07818709813
605	0.07815017225
606	0.0781054138
607	0.07799072187
608	0.07796674695
609	0.07794177386
610	0.07781647425
611	0.07779714318
612	0.07777708635
613	0.07771317239
614	0.07766039205
615	0.0776247876
616	0.07756306767
617	0.07753884915
618	0.0774658535
619	0.07742809163
620	0.07734486869
621	0.07724208488
622	0.07722339581
623	0.07718935866
624	0.07712991793
625	0.07702815665
626	0.07699930181
627	0.07692747531
628	0.07686703287
629	0.07683784159
630	0.07673525549
631	0.07665091519
632	0.07663605289
633	0.07661475534
634	0.07655175739
635	0.07653849651
636	0.0764696626
637	0.07641567441
638	0.07627288323
639	0.07616865517
640	0.07608169009
641	0.0760092397
642	0.07587847875
643	0.07577867306
644	0.07562427023
645	0.07554139997
646	0.07546412333
647	0.07545531022
648	0.075385553
649	0.07527650664
650	0.07517542721
651	0.07509859627
652	0.07508982487
653	0.07506738696
654	0.07503552013
655	0.07492520219
656	0.07486052004
657	0.07484547181
658	0.07482596675
659	0.07479698768
660	0.07474760726
661	0.07472841359
662	0.07459648942
663	0.07457351479
664	0.07450361953
665	0.07436871486
666	0.07435686548
667	0.0742547925
668	0.07412577537
669	0.07400736463
670	0.07399441089
671	0.0738812212
672	0.07380914901
673	0.07374267789
674	0.07367935878
675	0.07360494805
676	0.07358324707
677	0.07355199274
678	0.07352914173
679	0.0734585211
680	0.07331724782
681	0.07325011196
682	0.07314813349
683	0.0731117109
684	0.07309196631
685	0.07306625248
686	0.07302649899
687	0.07301035017
688	0.07293335639
689	0.07291321318
690	0.07278399599
691	0.07270757993
692	0.07261410206
693	0.07256033068
694	0.07247863488
695	0.07238888521
696	0.07236719232
697	0.07226614333
698	0.07216312305
699	0.07214303171
700	0.07213267156
701	0.07209979382
702	0.07208545214
703	0.0719889416
704	0.07186659
705	0.0718468289
706	0.07172618867
707	0.07171143566
708	0.07169214077
709	0.07161225584
710	0.07156783081
711	0.07149266897
712	0.07147135441
713	0.07136366448
714	0.07127074706
715	0.07125262175
716	0.0712407274
717	0.07114408553
718	0.07112607015
719	0.07101564373
720	0.0709578558
721	0.0708280336
722	0.07074028731
723	0.0706074241
724	0.07051262494
725	0.0705045946
726	0.07044904969
727	0.07032870396
728	0.07030318579
729	0.07028011614
730	0.07018038824
731	0.07014107419
732	0.07005280425
733	0.06997632459
734	0.06990113445
735	0.06979709934
736	0.069783214
737	0.06969350419
738	0.06957030395
739	0.06954679142
740	0.06941961792
741	0.06928408858
742	0.06919199687
743	0.06907922835
744	0.0689678729
745	0.06895780284
746	0.06894535749
747	0.06892247278
748	0.06880005783
749	0.06871518302
750	0.06862197994
751	0.06851073438
752	0.06842847735
753	0.06835445135
754	0.06832586964
755	0.06820787602
756	0.06817269314
757	0.06815635632
758	0.06813535559
759	0.06812174689
760	0.06801520857
761	0.06799821084
762	0.06789828078
763	0.06779857188
764	0.06770687861
765	0.0676423754
766	0.0675260848
767	0.06744448361
768	0.06740866472
769	0.0673189255
770	0.06723779856
771	0.06713348878
772	0.06711738162
773	0.06703014931
774	0.06690354412
775	0.06689261436
776	0.06688336789
777	0.06683338406
778	0.06681889573
779	0.06681127618
780	0.06674244209
781	0.06672638901
782	0.06671087783
783	0.06663652142
784	0.06649936153
785	0.06647612853
786	0.0664436112
787	0.0663471592
788	0.06632392663
789	0.06629313411
790	0.06618561463
791	0.06616918032
792	0.06607987291
793	0.06606360823
794	0.06603734531
795	0.06599450984
796	0.0659744412
797	0.06589372343
798	0.06587752311
799	0.06580394017
800	0.06578629861
801	0.06567130204
802	0.06555656207
803	0.06553467921
804	0.06547270679
805	0.06543172793
806	0.06533452675
807	0.06526778667
808	0.0652565453
809	0.06517229575
810	0.0650868465
811	0.06504798672
812	0.06504236925
813	0.06502861054
814	0.06492497335
815	0.06482720631
816	0.06475979512
817	0.06471817465
818	0.06468337158
819	0.06460726508
820	0.06451466383
821	0.06446655209
822	0.06437830203
823	0.06435374023
824	0.06426129585
825	0.06414296165
826	0.06411920821
827	0.06409105763
828	0.06407865507
829	0.06401429526
830	0.06399726582
831	0.06397215641
832	0.06391580075
833	0.06380584374
834	0.06370583788
835	0.06366107991
836	0.06364528969
837	0.06357742135
838	0.06355401871
839	0.06354642438
840	0.06350265579
841	0.06340976888
842	0.06339829413
843	0.06337853462
844	0.06335431209
845	0.06333153758
846	0.06323592242
847	0.06317900092
848	0.06317165466
849	0.06308685017
850	0.06300318891
851	0.06291771928
852	0.06285039303
853	0.06277296748
854	0.06269004575
855	0.06267863006
856	0.06262047401
857	0.06259957304
858	0.0625473504
859	0.06252527389
860	0.06250691137
861	0.06241439617
862	0.06235768694
863	0.06226497943
864	0.06218012054
865	0.06216171228
866	0.06209574524
867	0.06197743833
868	0.06190388311
869	0.06184661892
870	0.06180510746
871	0.06174707508
872	0.06167258415
873	0.06165120702
874	0.06157967188
875	0.06151593289
876	0.06149498272
877	0.06142727628
878	0.0614133825
879	0.06134329431
880	0.06128058546
881	0.06124176445
882	0.06119720695
883	0.06115697599
884	0.06107926317
885	0.06099279182
886	0.06091647897
887	0.06087601475
888	0.06079220268
889	0.06069356015
890	0.06064704008
891	0.06062271258
892	0.0605454544
893	0.0605251513
894	0.06043232932
895	0.06036389175
896	0.06032826898
897	0.06024316391
898	0.0601868239
899	0.06017467302
900	0.06002006105
901	0.05998472744
902	0.0599755675
903	0.05995121293
904	0.05987690821
905	0.05974819174
906	0.05972601821
907	0.05966443324
908	0.05958993199
909	0.05949130791
910	0.05941418157
911	0.05930171133
912	0.05920632411
913	0.05911500469
914	0.0590535025
915	0.05898224821
916	0.05895621275
917	0.05894440318
918	0.05889168295
919	0.05885071287
920	0.0588417677
921	0.05878887433
922	0.0586996618
923	0.05862359873
924	0.05861436685
925	0.05859695243
926	0.05857208535
927	0.05856022615
928	0.05841316955
929	0.05840510614
930	0.05836316927
931	0.05833255456
932	0.05831617636
933	0.05822676522
934	0.05816207884
935	0.05811896468
936	0.05804985669
937	0.05797160484
938	0.05788933017
939	0.05776158086
940	0.05773996122
941	0.05765613955
942	0.05757712094
943	0.05752341379
944	0.05738177284
945	0.05733135305
946	0.05726621056
947	0.05720189944
948	0.05715176712
949	0.05706785661
950	0.05696996366
951	0.05695867268
952	0.05691622728
953	0.05688326639
954	0.05685955007
955	0.05683478021
956	0.05678614188
957	0.0567401976
958	0.0567085852
959	0.05664187906
960	0.05654870481
961	0.05650844317
962	0.05649068871
963	0.05644369673
964	0.05637969311
965	0.05634451183
966	0.05633893396
967	0.05625857954
968	0.05621310226
969	0.05607753515
970	0.0560714655
971	0.05600180074
972	0.05591568075
973	0.05584419266
974	0.05577856752
975	0.05571171599
976	0.05566998517
977	0.05559305688
978	0.05549765664
979	0.05544495891
980	0.05538195529
981	0.05532345945
982	0.05526244048
983	0.0551385855
984	0.05507929759
985	0.05499343514
986	0.05494793372
987	0.05491810973
988	0.05487296749
989	0.0548609143
990	0.05478727891
991	0.05476900394
992	0.05470513991
993	0.05469638876
994	0.05468719392
995	0.05462264356
996	0.0545558709
997	0.05447160083
998	0.05441552023
999	0.05439355988
